Date,MSFT_PE,MSFT_ROE,AAPL_PE,AAPL_ROE,NVDA_PE,NVDA_ROE,AMZN_PE,AMZN_ROE,GOOGL_PE,GOOGL_ROE,GOOG_PE,GOOG_ROE,META_PE,META_ROE,BRK-B_PE,BRK-B_ROE,LLY_PE,LLY_ROE,TSLA_PE,TSLA_ROE,V_PE,V_ROE,JPM_PE,JPM_ROE,XOM_PE,XOM_ROE,JNJ_PE,JNJ_ROE,WMT_PE,WMT_ROE,PG_PE,PG_ROE,MA_PE,MA_ROE,HD_PE,HD_ROE,CVX_PE,CVX_ROE,MRK_PE,MRK_ROE,ABBV_PE,ABBV_ROE,KO_PE,KO_ROE,PEP_PE,PEP_ROE,AVGO_PE,AVGO_ROE,COST_PE,COST_ROE,PFE_PE,PFE_ROE,ADBE_PE,ADBE_ROE,CSCO_PE,CSCO_ROE,CMCSA_PE,CMCSA_ROE,NFLX_PE,NFLX_ROE,DIS_PE,DIS_ROE,ACN_PE,ACN_ROE,CRM_PE,CRM_ROE,TMO_PE,TMO_ROE,QCOM_PE,QCOM_ROE,TXN_PE,TXN_ROE,UNH_PE,UNH_ROE,BAC_PE,BAC_ROE,MCD_PE,MCD_ROE,ORCL_PE,ORCL_ROE,INTC_PE,INTC_ROE,SBUX_PE,SBUX_ROE,CAT_PE,CAT_ROE,GE_PE,GE_ROE,NKE_PE,NKE_ROE,AXP_PE,AXP_ROE,IBM_PE,IBM_ROE,MMM_PE,MMM_ROE,VZ_PE,VZ_ROE,FDX_PE,FDX_ROE
2015-03-31,35.46469679296463,0.3205332688255522,37.34684590699923,0.5,43.170931779560384,0.5,32.875061055547334,0.24066483318464546,30.559818604392547,0.3684164417822336,30.31480885580944,0.35780168233018933,30.406636802191898,0.31697784070197244,16.52336046607551,0.10676587635301447,49.57043600150079,0.5,290.5836700025157,0.07165572954941005,32.13074851274479,0.4988464978268657,15.538107775396837,0.16815966445042618,16.887398542973834,0.1172438126561715,19.696817543387798,0.33437776772031824,39.281198349225576,0.23643640270975722,23.321664097244277,0.30050820274010825,36.069559023074916,0.5,23.155335689468462,0.5,20.703452372116224,0.07371371363399212,12.306644813006228,0.3853281386956283,185.726438878779,0.5,23.1072073205938,0.4116398471832146,28.741455427692774,0.3707326511331867,102.33924670843783,0.2567161277200999,52.45717002176743,0.31478574477963717,15.438669336597057,0.10389381284623178,19.26447567857664,0.5,32.40610643456661,0.2201654760885625,5.0,0.23945951633719254,44.256526869885846,0.41814991781601935,14.479328351326176,0.12226064579241182,20.56840442231012,0.2643091523271018,33.1603199618719,0.11314406068213932,31.688005620086496,0.13739756491684985,33.63571552889676,0.23690065923533127,31.60660575094834,0.2886706929832806,17.45470349665347,0.17166332958144026,15.033382017945257,0.09770054258570202,28.81676591207277,0.1451385643690847,47.97001301647034,0.5,735.2020199970568,0.01,57.58703152043175,0.15035633711073967,29.791406478661543,0.46045559904576433,38.37582865178138,0.42013748577320004,31.951029683077003,0.21310434416913263,24.642613088800648,0.33374958922814624,35.79901989581447,0.3085260830172572,25.623970655565856,0.5,9.03207934377305,0.19495383480457606,14.455788052503486,0.15104215881181057
2015-06-30,35.788178434507756,0.3170642509788927,36.240868617976574,0.5,44.37248469089356,0.5,32.478175337556614,0.24438986040167507,32.764744129525695,0.3531543206588199,33.118355701420576,0.36172603309668305,29.63083724849009,0.3268206032604903,18.072900405395266,0.10373516690546448,53.69466457783482,0.5,295.24051750969977,0.07133821173073683,30.822657078652973,0.5,16.619732541622987,0.15726214949100192,16.411459162473523,0.11784068361214986,20.822658217433617,0.3453288586085292,36.29802127358733,0.24880522907184296,22.176121894001987,0.3483148037051028,32.604159822070706,0.5,25.67373793994385,0.5,18.812612945992388,0.07504969702553166,14.405388859128838,0.38034786178263574,176.60369904741847,0.5,24.609566010763135,0.4306227157366156,27.39269226417845,0.36998739403007613,107.12153677980162,0.27724863239602593,50.382745626725054,0.2972897810366288,13.747478915990873,0.10957208417223611,19.157705816604373,0.5,29.613793411742822,0.21988146912923262,5.0,0.23897816920749557,45.39296788491589,0.4242583651683152,13.783163898218445,0.12731127086984995,21.245308069019984,0.24925051338079054,32.731443592250145,0.10909009106609675,37.31389531398832,0.13862382883728025,31.88021415134812,0.23825657675505574,30.800295687902953,0.29909141994606553,18.519217192293095,0.17676030315462393,14.535316387266326,0.09983321695192195,28.22243190546438,0.14887732994255481,46.36202995410898,0.5,691.8561678686978,0.01,53.90660024601633,0.1496744854522522,29.129618528237124,0.48325265473134427,40.474526266093676,0.4268091977586219,31.587295946826394,0.21367000520143425,24.425635871716132,0.33573487990992895,37.1660103763244,0.31513201709809396,29.480768014472233,0.5,8.586258213070748,0.20383322377090415,16.074971704993597,0.14514675718429945
2015-09-30,34.54783684191065,0.3282347439829683,40.87040756247096,0.5,47.722959563416,0.5,33.31165556499071,0.2403265353944645,31.506875907383193,0.34727629451984054,33.353831371452195,0.3572256006050065,29.61389024306886,0.3247855285033813,16.428110925898118,0.10343549124624019,49.695302709090974,0.5,272.61479614789533,0.06677936327927672,33.31158801888213,0.5,15.378734840903657,0.16236269186202437,16.874364747394065,0.11248399846353557,20.402440608571137,0.3406352284112259,36.59159200312941,0.24235900867384477,20.981829216968094,0.3193230416024751,33.53931859758587,0.5,21.740862350481965,0.5,21.03823059284937,0.07242485917549452,12.828924720391152,0.3993131242294529,167.09272568978753,0.5,25.59735504021139,0.4333995185216521,27.26104243261817,0.3697933060303572,100.32135912691062,0.2657441788466844,53.874954266305785,0.3068171694356333,14.058485459430397,0.09916871514504509,21.484465324829237,0.5,27.65826680761699,0.2292114493013174,5.0,0.23808107226706318,47.42540740948705,0.41208930223691015,14.962539269702551,0.12074718943305807,20.021226347650092,0.2563088079919158,35.00458697491415,0.10795715592673526,37.224498046139495,0.1290475893139039,32.84917646024677,0.2223047901997449,27.71226950726667,0.2970831465260924,18.45905884328854,0.17320520674824594,13.712626322074774,0.09830423813935953,27.707638540697754,0.15539810157908546,49.70069061700022,0.5,690.1726902823635,0.01,48.0859794704115,0.15065105015935643,29.512542754756172,0.4644487767544211,37.47890676595812,0.41575905534224084,29.37423781516333,0.21531191907782143,23.86166528221618,0.3378786922284341,36.13071122583741,0.28978868481052367,26.77096249952539,0.5,9.088700502020295,0.19519158695643224,16.508262620984304,0.14597663918853493
2015-12-31,34.023455700511576,0.33064176047196236,36.359605730097186,0.5,47.98660262488988,0.5,34.91122338238207,0.2449255536512378,30.20101874895493,0.3488752948918453,31.63973136483029,0.34639770634369227,27.844190624345796,0.3304465189398018,16.74860243365643,0.1034342831319625,53.19236190379809,0.5,287.8191823100843,0.06861290557894174,35.792623962021544,0.5,14.006663338973862,0.16418729867981544,15.854925722590918,0.11926567735420492,20.9054960172787,0.32958410769325275,37.44259719729356,0.23648774588631197,22.35588009495886,0.3239459621038482,34.594214301111975,0.5,24.998269788861233,0.5,20.043445717991382,0.0750077235980338,14.712727578784591,0.37391222556206405,178.0352371393731,0.5,23.316370428277935,0.42570069918899694,25.81038532571108,0.374240042155534,97.17626026079037,0.26954872754904347,51.91271040645298,0.3229760784289824,14.29584328494779,0.10960792017869027,19.95972416133711,0.5,29.45825216912984,0.22330333156847415,5.0,0.24643492079091422,44.56995837072506,0.4142087528930221,14.379361813019589,0.11751905360424171,20.479428062983043,0.25097947290177053,31.643565627936585,0.11742110664329003,32.906649333246,0.1327062206874415,32.46433888088993,0.23759122336811955,29.165443730791242,0.28891102536855773,19.588110092586966,0.16988539879294262,14.12441550365772,0.09594983544930849,28.26174205763599,0.15574093489099314,44.92090375462496,0.5,664.0371083547747,0.01,49.43046834072064,0.15094999252927968,30.106360156702692,0.45134523501791224,44.325088898649206,0.427987556616275,33.52309250259082,0.2186490688948803,23.931549947079247,0.35163979824020675,36.07672626091084,0.29820436056455046,29.221686511700327,0.5,9.183418057996645,0.20627268544085112,17.576673089747498,0.14772966030338885
2016-03-31,33.92124965164213,0.3096513470479536,33.74073140845052,0.5,39.13040189230465,0.5,29.328578110458285,0.24196450278631462,30.3241514199282,0.3584619829271849,32.86184885743346,0.35386926175496375,28.73736234807884,0.326898196825212,17.389292159953506,0.10417627242724822,52.98696872216184,0.5,306.23656981341884,0.06699171894502653,33.33960082280639,0.5,15.644823302320038,0.16619978305342406,18.02051037870916,0.11772573378864706,19.231480176186718,0.33915452943982327,38.191834903787466,0.2516680868712546,21.051268238550097,0.32344087004783534,36.213762359589154,0.5,26.75727546246901,0.5,23.402334736676117,0.07230444367583132,12.276185044730854,0.3890285840591102,167.64571634019208,0.5,23.712757534397777,0.4301470976051743,28.345136703116157,0.38312017458653136,104.60578871352347,0.2641942499725382,54.83839090777274,0.3185902966194309,15.146757389245696,0.10508617584349135,19.367156701809556,0.5,30.123388442811567,0.21416492143422183,5.0,0.24104191436185948,47.159094938305266,0.4378659007560097,16.01564518755814,0.12590292404241155,20.68886009684019,0.24711538353283724,30.972205202826032,0.11487660530361861,31.362552557919305,0.13353217599737457,34.10826031450468,0.22536536861611575,30.77322555395931,0.3015678055995645,16.696436475233334,0.18279319119988421,13.761519579738744,0.10012142886983812,27.50057439373707,0.15213805577069867,44.046453119153504,0.5,639.7065633516723,0.01,51.95014808640036,0.1548803807919771,26.809774974343636,0.4742797501707192,40.808325778981136,0.43060514381999254,34.65729314330041,0.21344597951635896,26.19576975122525,0.3324964301714306,38.47513088139663,0.3010104954726922,27.934551929812663,0.5,8.491669921320726,0.20077539708636769,15.416152765645553,0.1435875153676902
2016-06-30,32.73970952630227,0.3230563918782633,38.61985099046534,0.5,35.72412896655675,0.5,31.61717810902611,0.24295823468544528,31.195021003445344,0.34387275783660376,30.45000603225852,0.3556226050744905,29.866249012326065,0.3305069641104958,15.240663427115386,0.10355207167495203,50.16442211024841,0.5,295.10896824227274,0.0676239732339057,34.30704556996855,0.5,15.71710888515602,0.16070513836894623,17.389730181937786,0.11493536794429965,20.61474560069905,0.3361135817823644,39.317129076558956,0.22732395551287146,21.912874464006673,0.3225143186769456,33.66565370550702,0.5,25.84521383544973,0.5,19.138296185496237,0.06963189220722499,14.268511835198801,0.4072188258558314,174.50727884716366,0.5,24.891365590883833,0.4145596767048315,28.847141603303317,0.3598067916941703,111.00427412451468,0.28457763713786904,42.849357646197184,0.3113435600534325,14.031037543217794,0.09857835638111606,20.055169244333502,0.5,30.286576739411824,0.2284834746493732,5.0,0.2313605714855263,49.392074033607926,0.43830878865856665,16.060359512330145,0.1205608787024571,20.06749578537348,0.26480520502038835,38.06449987910106,0.11082825247895094,33.943302833487635,0.13132979488907848,34.588742119744666,0.2327839155277614,30.242441828941974,0.3089782594686353,17.094520539669443,0.17425160800291017,14.437381915218607,0.10177023018641722,27.117420776457653,0.15024083187208795,44.08377021627687,0.5,708.2049144387867,0.01,52.94393943974318,0.15006597618658615,31.190527209750773,0.4799414462097359,41.10548805798485,0.42426326045148255,37.077395999344816,0.20854417977228548,26.235589194839633,0.36672960078471395,37.246993480239865,0.29857584788521596,28.06851648663928,0.5,8.734973849116553,0.20525918988895328,15.209228463494108,0.150684029606195
2016-09-30,30.73363173177099,0.31191523686661027,38.56901885454192,0.5,43.040372138194044,0.5,33.15356852154691,0.25089530378991515,30.021899483961054,0.3621249879031774,32.021087130432065,0.3460994541269087,27.465787932363245,0.33291100745454266,16.797719406664967,0.0993162682707171,54.95637538891671,0.5,294.26953549100256,0.06795825151948826,34.05396192958286,0.49473536024842946,14.693313679457,0.15633192136565802,15.672058025546153,0.11360186364762027,21.24778048188461,0.33660594571549834,38.94366082986601,0.22981690270686017,20.26391462375025,0.3192610045916794,32.60767765112682,0.5,24.29439559269763,0.5,19.423144823823275,0.07342995029489534,13.258746283003829,0.3972293639199565,161.37547840153707,0.5,24.627752372109214,0.4287686798048971,28.886856467899,0.38087609508554254,101.18289465925281,0.272914636589468,54.987722777900245,0.2949822511705449,15.76785234875514,0.10761611522758206,18.498688162673137,0.5,30.315051235250255,0.22363933136897096,5.0,0.25176943969564347,45.901586192415394,0.43124454130736367,15.215701925125648,0.12599676967168805,20.27782506464325,0.2542520218335035,33.682569458975536,0.11009529233600705,33.70507553765455,0.1366761821206998,34.263973988350344,0.2357264365238971,30.66077376580403,0.296026685187329,17.378903152970274,0.1688853309806126,14.4393878116462,0.10431590713361216,26.3283267523817,0.15227788739396572,45.06471694642908,0.5,727.8968684331086,0.01,50.56770587869081,0.15289013433397594,28.71789317196448,0.42629087195550286,39.14109734037194,0.41882872542830135,33.60746512956009,0.20329473029611658,24.360903624045807,0.34435038133336204,39.2774278234262,0.2730991370344645,27.293202222315834,0.5,8.633261663359006,0.19964683013328915,15.281890385858345,0.14511748216914416
2016-12-31,31.62370107742323,0.3300067416266908,36.77273338663161,0.5,43.40329357248812,0.5,32.2641943095787,0.2482562515888918,30.37978210369545,0.36599997306726595,31.121670670633556,0.35073160490146227,25.98261267921262,0.3237810624328206,15.651869151216667,0.10998385112443312,48.9713844783152,0.5,278.36319596141584,0.06685978859493767,35.11614952646991,0.5,14.51684784280747,0.1620250524981113,17.035351846470554,0.11927120422228017,21.04260527928,0.3411509853172219,37.85922361873121,0.23484957021482603,23.545516726578004,0.31241895618651844,36.207791892447226,0.5,23.843604568366217,0.5,21.022371494409583,0.07756802488391276,13.757868215812676,0.3999538133468855,187.5091312075274,0.5,24.56460248358893,0.4018787088757668,30.34183686224221,0.36821628874047235,110.79192963277941,0.26646419267098465,52.05358688151841,0.3065843305179441,15.608908176806832,0.1004467168983135,19.43211693265085,0.5,32.366396665459085,0.21940631887471174,5.0,0.24533251852341204,47.803849783868365,0.435072543462878,15.182886101450773,0.12377954033904046,21.132580086411277,0.23961046137266073,32.30238269451789,0.10982704663744339,33.75812192584985,0.12535383179642248,31.61028489693965,0.2358576820658839,31.553701566552935,0.29077134114514397,16.015344019853508,0.16899875285159727,14.701533650251621,0.09572013424675462,27.308267909531956,0.1532765280424536,48.879230874666895,0.5,735.7444416074433,0.01,52.959844798373254,0.1527913511401883,30.677971502658828,0.4636862736722605,39.3312032298114,0.4320739788666416,32.96393723879704,0.21832177503643868,22.462061116659548,0.3225027378693561,38.36632890441377,0.29768667127501525,26.096441902358567,0.5,9.34500950506962,0.19678056490012497,16.043291802735062,0.15134884816876412
2017-03-31,32.8803505768525,0.327838096949363,37.406217358288245,0.5,43.07634893422303,0.5,34.66057389984259,0.2361454430508511,29.76757260191693,0.3552199038139915,32.19771097400879,0.36409670762345525,27.998016425681044,0.33047324295728736,15.70782681545382,0.09915226755557822,52.911669504855574,0.5,301.8168537779101,0.0668244969147518,33.2151325580172,0.5,14.46060109988993,0.16993580836059616,14.578343304468486,0.11747101553489225,20.025665166991132,0.3346318360590844,36.578173273330414,0.24695052691679978,23.403048989792723,0.325965884105967,35.383138568638664,0.5,26.01937648949587,0.5,21.69845390764139,0.07208067469419256,13.283931019066944,0.39342421419521606,186.37456270941684,0.5,23.989505379402377,0.42019102056920227,27.566370587021645,0.36402752963671947,108.63345061518598,0.2645152689200939,51.81965905772092,0.2962349016651387,16.029126350176217,0.10894119522893266,21.202054010112832,0.5,29.592460465490387,0.23070037987006944,5.0,0.24640635214100254,43.78418625357728,0.4350752436295074,14.50744060628764,0.11741121163880155,22.37055024109561,0.25833882115631757,32.220608799151805,0.11491189813586203,32.57381127369142,0.12755775346273168,32.53281539405383,0.24423194926176814,30.823659323155592,0.3035772288061951,16.32121553648973,0.18685640652645202,14.426992787965995,0.10047355344229496,28.393239311510463,0.14912116715027168,42.81345692248498,0.5,674.4813388207465,0.01,55.60871316589246,0.15350071139878893,29.115854365865864,0.44899166259226,38.23522162374273,0.45365738043385867,28.898067878333883,0.20037979190368754,24.687014188814224,0.3233841294617629,36.75372370276331,0.3005591681590204,26.19922504779513,0.5,8.77713141078926,0.1958502614828923,15.662753258415117,0.14774814693570862
2017-06-30,32.56235503350155,0.32582428737232455,37.729066901838145,0.5,44.15050437425307,0.5,34.33170307114806,0.2501157307586126,32.69868987517037,0.3448787415748987,28.017928902240303,0.36059132150990086,28.60905344361827,0.32737994212804716,17.066495789606364,0.10269881339557585,52.613097200150754,0.5,287.989909967947,0.06955457921522447,33.86999172798231,0.5,14.402852273194929,0.1550141818899961,15.2217328495465,0.11714671613046448,18.965894907053343,0.3477804741474007,37.19226904628577,0.22714763346167802,22.013129926762797,0.32352741946708274,35.062100900904596,0.5,24.98209991120228,0.5,22.12738205609587,0.0731265199068359,13.413597528322484,0.37504852618209483,175.30568199705033,0.5,25.109975024876178,0.43455823677251015,27.690282887935336,0.3793507093970156,106.92006197366553,0.2674748793908415,46.273520956516855,0.31400182974018437,13.502522209061468,0.09893872942956315,19.356657832191857,0.5,29.863167379175227,0.23021014910342769,5.0,0.2456743544888985,43.43761889677747,0.4281672879044965,14.798860234027716,0.12266699079852264,22.650291383438425,0.2651019830171437,35.01484756368035,0.11127735726632741,34.52277770923923,0.1317217697320012,34.7643339543786,0.23372304124174562,30.56816945231865,0.309411058107247,17.04367730487207,0.17238026561763575,15.141943253072887,0.10235985115889247,27.651363404255083,0.1490755742467313,46.8566563058585,0.5,649.3368207313451,0.01,52.80712715642605,0.1414863944461153,31.225784761611273,0.43514648320740007,38.46587032358626,0.39708707080065536,35.27947215683841,0.21468840692830127,24.645044479561207,0.3399993460480815,34.33661851609735,0.3048005557859071,25.52627444451392,0.5,9.027102430479296,0.20202946932860555,16.012491210485873,0.1460307180223592
